State Name,State Code,Indicator Name,Value
Massachusetts,MA,VAP for Non-Genetic LGBTQ Parents,TRUE
Massachusetts,MA,Gender Inclusive Bathroom Laws (Adult),TRUE
Massachusetts,MA,Gay/ Trans Panic Defense Ban,TRUE
Massachusetts,MA,Hate Crime Laws Specific to Gender Identity,TRUE
Massachusetts,MA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Massachusetts,MA,Gender Inclusive Correctional Housing ,FALSE
Massachusetts,MA,Gender Affirming Care in Correctional Facilities,FALSE
Massachusetts,MA,Trans Bathroom Ban in Schools and Government Buildings,0
Massachusetts,MA,State Defines Sex,0
Massachusetts,MA,Broad ‘RFRA’,0
Massachusetts,MA,Religious Exemption for Medical Professionals,0
Massachusetts,MA,Marriage Services and/or Marriage License Denial,0
Massachusetts,MA,Drag Ban,0
Massachusetts,MA,Barriers to Identity Documents,0
Massachusetts,MA,Abortion Access,0.5
Massachusetts,MA,Interstate Abortion Shield Law,TRUE
Michigan,MI,Shield Law,FALSE
Michigan,MI,Gender Marker on ID (adult),1
Michigan,MI,Gender Marker options on ID,TRUE
Michigan,MI,Gender Marker on Birth Certificate (adult),1
Michigan,MI,Gender Marker options on Birth Certificate,TRUE
Michigan,MI,Name Change (adult),0
Michigan,MI,Non Discrimination,1
Michigan,MI,Foster Care Non Discrimination,TRUE
Michigan,MI,Adoption Nondiscrimination,TRUE
Michigan,MI,Recognition of assisted Reproduction,FALSE
Michigan,MI,VAP for Non-Genetic LGBTQ Parents,FALSE
Michigan,MI,Gender Inclusive Bathroom Laws (Adult),TRUE
Michigan,MI,Gay/ Trans Panic Defense Ban,FALSE
Michigan,MI,Hate Crime Laws Specific to Gender Identity,FALSE
Michigan,MI,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Michigan,MI,Gender Inclusive Correctional Housing ,FALSE
Michigan,MI,Gender Affirming Care in Correctional Facilities,FALSE
Michigan,MI,Trans Bathroom Ban in Schools and Government Buildings,0
Michigan,MI,State Defines Sex,0
Michigan,MI,Broad ‘RFRA’,0
Michigan,MI,Religious Exemption for Medical Professionals,0
Michigan,MI,Marriage Services and/or Marriage License Denial,0
Michigan,MI,Drag Ban,0
Michigan,MI,Barriers to Identity Documents,0
Michigan,MI,Abortion Access,0.5
Michigan,MI,Interstate Abortion Shield Law,FALSE
Minnesota,MN,Shield Law,TRUE
Minnesota,MN,Gender Marker on ID (adult),1
Minnesota,MN,Gender Marker options on ID,TRUE
Minnesota,MN,Gender Marker on Birth Certificate (adult),0.5
Minnesota,MN,Gender Marker options on Birth Certificate,FALSE
Minnesota,MN,Name Change (adult),1
Minnesota,MN,Non Discrimination,1
Minnesota,MN,Foster Care Non Discrimination,TRUE
Minnesota,MN,Adoption Nondiscrimination,TRUE
Minnesota,MN,Recognition of assisted Reproduction,FALSE
Minnesota,MN,VAP for Non-Genetic LGBTQ Parents,FALSE
Minnesota,MN,Gender Inclusive Bathroom Laws (Adult),TRUE
Minnesota,MN,Gay/ Trans Panic Defense Ban,TRUE
Minnesota,MN,Hate Crime Laws Specific to Gender Identity,TRUE
Minnesota,MN,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Minnesota,MN,Gender Inclusive Correctional Housing ,FALSE
Minnesota,MN,Gender Affirming Care in Correctional Facilities,FALSE
Minnesota,MN,Trans Bathroom Ban in Schools and Government Buildings,0
Minnesota,MN,State Defines Sex,0
Minnesota,MN,Broad ‘RFRA’,0
Minnesota,MN,Religious Exemption for Medical Professionals,0
Minnesota,MN,Marriage Services and/or Marriage License Denial,0
Minnesota,MN,Drag Ban,0
Minnesota,MN,Barriers to Identity Documents,0
Minnesota,MN,Abortion Access,1
Minnesota,MN,Interstate Abortion Shield Law,TRUE
Mississippi,MS,Shield Law,FALSE
Mississippi,MS,Gender Marker on ID (adult),-1
Mississippi,MS,Gender Marker options on ID,FALSE
Mississippi,MS,Gender Marker on Birth Certificate (adult),-1
Mississippi,MS,Gender Marker options on Birth Certificate,FALSE
Mississippi,MS,Name Change (adult),1
Mississippi,MS,Non Discrimination,-1
Mississippi,MS,Foster Care Non Discrimination,FALSE
Mississippi,MS,Adoption Nondiscrimination,FALSE
Mississippi,MS,Recognition of assisted Reproduction,FALSE
Mississippi,MS,VAP for Non-Genetic LGBTQ Parents,FALSE
Mississippi,MS,Gender Inclusive Bathroom Laws (Adult),FALSE
Mississippi,MS,Gay/ Trans Panic Defense Ban,FALSE
Mississippi,MS,Hate Crime Laws Specific to Gender Identity,FALSE
Mississippi,MS,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Mississippi,MS,Gender Inclusive Correctional Housing ,FALSE
Mississippi,MS,Gender Affirming Care in Correctional Facilities,FALSE
Mississippi,MS,Trans Bathroom Ban in Schools and Government Buildings,0
Mississippi,MS,State Defines Sex,0
Mississippi,MS,Broad ‘RFRA’,-1
Mississippi,MS,Religious Exemption for Medical Professionals,-1
Mississippi,MS,Marriage Services and/or Marriage License Denial,-1
Mississippi,MS,Drag Ban,0
Mississippi,MS,Barriers to Identity Documents,0
Mississippi,MS,Abortion Access,-1
Mississippi,MS,Interstate Abortion Shield Law,FALSE
Missouri,MO,Shield Law,FALSE
Missouri,MO,Gender Marker on ID (adult),0.5
Missouri,MO,Gender Marker options on ID,FALSE
Missouri,MO,Gender Marker on Birth Certificate (adult),-1
Missouri,MO,Gender Marker options on Birth Certificate,FALSE
Missouri,MO,Name Change (adult),-1
Missouri,MO,Non Discrimination,-1
Missouri,MO,Foster Care Non Discrimination,FALSE
Missouri,MO,Adoption Nondiscrimination,FALSE
Missouri,MO,Recognition of assisted Reproduction,FALSE
Missouri,MO,VAP for Non-Genetic LGBTQ Parents,FALSE
Missouri,MO,Gender Inclusive Bathroom Laws (Adult),FALSE
Missouri,MO,Gay/ Trans Panic Defense Ban,TRUE
Missouri,MO,Hate Crime Laws Specific to Gender Identity,TRUE
Missouri,MO,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Missouri,MO,Gender Inclusive Correctional Housing ,FALSE
Missouri,MO,Gender Affirming Care in Correctional Facilities,FALSE
Missouri,MO,Trans Bathroom Ban in Schools and Government Buildings,0
Missouri,MO,State Defines Sex,0
Missouri,MO,Broad ‘RFRA’,-1
Missouri,MO,Religious Exemption for Medical Professionals,0
Missouri,MO,Marriage Services and/or Marriage License Denial,0
Missouri,MO,Drag Ban,0
Missouri,MO,Barriers to Identity Documents,0
Missouri,MO,Abortion Access,-1
Missouri,MO,Interstate Abortion Shield Law,FALSE
Montana,MT,Shield Law,FALSE
Montana,MT,Gender Marker on ID (adult),1
Montana,MT,Gender Marker options on ID,FALSE
Montana,MT,Gender Marker on Birth Certificate (adult),-1
Montana,MT,Gender Marker options on Birth Certificate,FALSE
Montana,MT,Name Change (adult),1
Montana,MT,Non Discrimination,-1
Montana,MT,Foster Care Non Discrimination,FALSE
Montana,MT,Adoption Nondiscrimination,FALSE
Montana,MT,Recognition of assisted Reproduction,FALSE
Montana,MT,VAP for Non-Genetic LGBTQ Parents,FALSE
Montana,MT,Gender Inclusive Bathroom Laws (Adult),FALSE
Montana,MT,Gay/ Trans Panic Defense Ban,FALSE
Montana,MT,Hate Crime Laws Specific to Gender Identity,FALSE
Montana,MT,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Montana,MT,Gender Inclusive Correctional Housing ,FALSE
Montana,MT,Gender Affirming Care in Correctional Facilities,FALSE
Montana,MT,Trans Bathroom Ban in Schools and Government Buildings,0
Montana,MT,State Defines Sex,-1
Montana,MT,Broad ‘RFRA’,-1
Montana,MT,Religious Exemption for Medical Professionals,-1
Montana,MT,Marriage Services and/or Marriage License Denial,0
Montana,MT,Drag Ban,-0.5
Montana,MT,Barriers to Identity Documents,0
Montana,MT,Abortion Access,0.5
Montana,MT,Interstate Abortion Shield Law,FALSE
Nebraska,NE,Shield Law,FALSE
Nebraska,NE,Gender Marker on ID (adult),0
Nebraska,NE,Gender Marker options on ID,FALSE
Nebraska,NE,Gender Marker on Birth Certificate (adult),-1
Nebraska,NE,Gender Marker options on Birth Certificate,FALSE
Nebraska,NE,Name Change (adult),0
Nebraska,NE,Non Discrimination,0.5
Nebraska,NE,Foster Care Non Discrimination,FALSE
Nebraska,NE,Adoption Nondiscrimination,FALSE
Nebraska,NE,Recognition of assisted Reproduction,FALSE
Nebraska,NE,VAP for Non-Genetic LGBTQ Parents,FALSE
Nebraska,NE,Gender Inclusive Bathroom Laws (Adult),TRUE
Nebraska,NE,Gay/ Trans Panic Defense Ban,FALSE
Nebraska,NE,Hate Crime Laws Specific to Gender Identity,FALSE
Nebraska,NE,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Nebraska,NE,Gender Inclusive Correctional Housing ,FALSE
Nebraska,NE,Gender Affirming Care in Correctional Facilities,FALSE
Nebraska,NE,Trans Bathroom Ban in Schools and Government Buildings,0
Nebraska,NE,State Defines Sex,-1
Nebraska,NE,Broad ‘RFRA’,0
Nebraska,NE,Religious Exemption for Medical Professionals,0
Nebraska,NE,Marriage Services and/or Marriage License Denial,0
Nebraska,NE,Drag Ban,0
Nebraska,NE,Barriers to Identity Documents,0
Nebraska,NE,Abortion Access,-0.5
Nebraska,NE,Interstate Abortion Shield Law,FALSE
Nevada,NV,Shield Law,FALSE
Nevada,NV,Gender Marker on ID (adult),1
Nevada,NV,Gender Marker options on ID,TRUE
Nevada,NV,Gender Marker on Birth Certificate (adult),1
Nevada,NV,Gender Marker options on Birth Certificate,TRUE
Nevada,NV,Name Change (adult),1
Nevada,NV,Non Discrimination,1
Nevada,NV,Foster Care Non Discrimination,TRUE
Nevada,NV,Adoption Nondiscrimination,TRUE
Nevada,NV,Recognition of assisted Reproduction,TRUE
Nevada,NV,VAP for Non-Genetic LGBTQ Parents,TRUE
Nevada,NV,Gender Inclusive Bathroom Laws (Adult),TRUE
Nevada,NV,Gay/ Trans Panic Defense Ban,TRUE
Nevada,NV,Hate Crime Laws Specific to Gender Identity,TRUE
Nevada,NV,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Nevada,NV,Gender Inclusive Correctional Housing ,FALSE
Nevada,NV,Gender Affirming Care in Correctional Facilities,FALSE
Nevada,NV,Trans Bathroom Ban in Schools and Government Buildings,0
Nevada,NV,State Defines Sex,0
Nevada,NV,Broad ‘RFRA’,0
Nevada,NV,Religious Exemption for Medical Professionals,0
Nevada,NV,Marriage Services and/or Marriage License Denial,0
Nevada,NV,Drag Ban,0
Nevada,NV,Barriers to Identity Documents,0
Nevada,NV,Abortion Access,0.5
Nevada,NV,Interstate Abortion Shield Law,TRUE
New Hampshire,NH,Shield Law,FALSE
New Hampshire,NH,Gender Marker on ID (adult),1
New Hampshire,NH,Gender Marker options on ID,TRUE
New Hampshire,NH,Gender Marker on Birth Certificate (adult),-1
New Hampshire,NH,Gender Marker options on Birth Certificate,FALSE
New Hampshire,NH,Name Change (adult),1
New Hampshire,NH,Non Discrimination,1
New Hampshire,NH,Foster Care Non Discrimination,TRUE
New Hampshire,NH,Adoption Nondiscrimination,TRUE
New Hampshire,NH,Recognition of assisted Reproduction,TRUE
New Hampshire,NH,VAP for Non-Genetic LGBTQ Parents,FALSE
New Hampshire,NH,Gender Inclusive Bathroom Laws (Adult),FALSE
New Hampshire,NH,Gay/ Trans Panic Defense Ban,TRUE
New Hampshire,NH,Hate Crime Laws Specific to Gender Identity,TRUE
New Hampshire,NH,Jury Service Nondiscrimination Based on Gender Identity,TRUE
New Hampshire,NH,Gender Inclusive Correctional Housing ,FALSE
New Hampshire,NH,Gender Affirming Care in Correctional Facilities,FALSE
New Hampshire,NH,Trans Bathroom Ban in Schools and Government Buildings,0
New Hampshire,NH,State Defines Sex,0
New Hampshire,NH,Broad ‘RFRA’,0
New Hampshire,NH,Religious Exemption for Medical Professionals,0
New Hampshire,NH,Marriage Services and/or Marriage License Denial,0
New Hampshire,NH,Drag Ban,0
New Hampshire,NH,Barriers to Identity Documents,0
New Hampshire,NH,Abortion Access,0
New Hampshire,NH,Interstate Abortion Shield Law,FALSE
New Jersey,NJ,Shield Law,TRUE
New Jersey,NJ,Gender Marker on ID (adult),1
New Jersey,NJ,Gender Marker options on ID,TRUE
New Jersey,NJ,Gender Marker on Birth Certificate (adult),1
New Jersey,NJ,Gender Marker options on Birth Certificate,TRUE
New Jersey,NJ,Name Change (adult),1
New Jersey,NJ,Non Discrimination,1
New Jersey,NJ,Foster Care Non Discrimination,TRUE
New Jersey,NJ,Adoption Nondiscrimination,TRUE
New Jersey,NJ,Recognition of assisted Reproduction,FALSE
New Jersey,NJ,VAP for Non-Genetic LGBTQ Parents,FALSE
New Jersey,NJ,Gender Inclusive Bathroom Laws (Adult),TRUE
New Jersey,NJ,Gay/ Trans Panic Defense Ban,TRUE
New Jersey,NJ,Hate Crime Laws Specific to Gender Identity,TRUE
New Jersey,NJ,Jury Service Nondiscrimination Based on Gender Identity,FALSE
New Jersey,NJ,Gender Inclusive Correctional Housing ,TRUE
New Jersey,NJ,Gender Affirming Care in Correctional Facilities,TRUE
New Jersey,NJ,Trans Bathroom Ban in Schools and Government Buildings,0
New Jersey,NJ,State Defines Sex,0
New Jersey,NJ,Broad ‘RFRA’,0
New Jersey,NJ,Religious Exemption for Medical Professionals,0
New Jersey,NJ,Marriage Services and/or Marriage License Denial,0
New Jersey,NJ,Drag Ban,0
New Jersey,NJ,Barriers to Identity Documents,0
New Jersey,NJ,Abortion Access,1
New Jersey,NJ,Interstate Abortion Shield Law,TRUE
New Mexico,NM,Shield Law,TRUE
New Mexico,NM,Gender Marker on ID (adult),1
New Mexico,NM,Gender Marker options on ID,TRUE
New Mexico,NM,Gender Marker on Birth Certificate (adult),1
New Mexico,NM,Gender Marker options on Birth Certificate,TRUE
New Mexico,NM,Name Change (adult),1
New Mexico,NM,Non Discrimination,1
New Mexico,NM,Foster Care Non Discrimination,TRUE
New Mexico,NM,Adoption Nondiscrimination,TRUE
New Mexico,NM,Recognition of assisted Reproduction,TRUE
New Mexico,NM,VAP for Non-Genetic LGBTQ Parents,FALSE
New Mexico,NM,Gender Inclusive Bathroom Laws (Adult),TRUE
New Mexico,NM,Gay/ Trans Panic Defense Ban,TRUE
New Mexico,NM,Hate Crime Laws Specific to Gender Identity,TRUE
New Mexico,NM,Jury Service Nondiscrimination Based on Gender Identity,FALSE
New Mexico,NM,Gender Inclusive Correctional Housing ,FALSE
New Mexico,NM,Gender Affirming Care in Correctional Facilities,FALSE
New Mexico,NM,Trans Bathroom Ban in Schools and Government Buildings,0
New Mexico,NM,State Defines Sex,0
New Mexico,NM,Broad ‘RFRA’,-1
New Mexico,NM,Religious Exemption for Medical Professionals,0
New Mexico,NM,Marriage Services and/or Marriage License Denial,0
New Mexico,NM,Drag Ban,0
New Mexico,NM,Barriers to Identity Documents,0
New Mexico,NM,Abortion Access,0
New Mexico,NM,Interstate Abortion Shield Law,TRUE
New York,NY,Shield Law,TRUE
New York,NY,Gender Marker on ID (adult),1
New York,NY,Gender Marker options on ID,TRUE
New York,NY,Gender Marker on Birth Certificate (adult),1
New York,NY,Gender Marker options on Birth Certificate,TRUE
New York,NY,Name Change (adult),1
New York,NY,Non Discrimination,1
New York,NY,Foster Care Non Discrimination,TRUE
New York,NY,Adoption Nondiscrimination,TRUE
New York,NY,Recognition of assisted Reproduction,TRUE
New York,NY,VAP for Non-Genetic LGBTQ Parents,TRUE
New York,NY,Gender Inclusive Bathroom Laws (Adult),TRUE
New York,NY,Gay/ Trans Panic Defense Ban,TRUE
New York,NY,Hate Crime Laws Specific to Gender Identity,TRUE
New York,NY,Jury Service Nondiscrimination Based on Gender Identity,TRUE
New York,NY,Gender Inclusive Correctional Housing ,TRUE
New York,NY,Gender Affirming Care in Correctional Facilities,TRUE
New York,NY,Trans Bathroom Ban in Schools and Government Buildings,0
New York,NY,State Defines Sex,0
New York,NY,Broad ‘RFRA’,0
New York,NY,Religious Exemption for Medical Professionals,0
New York,NY,Marriage Services and/or Marriage License Denial,0
New York,NY,Drag Ban,0
New York,NY,Barriers to Identity Documents,0
New York,NY,Abortion Access,1
New York,NY,Interstate Abortion Shield Law,TRUE
North Carolina,NC,Shield Law,FALSE
North Carolina,NC,Gender Marker on ID (adult),0.5
North Carolina,NC,Gender Marker options on ID,FALSE
North Carolina,NC,Gender Marker on Birth Certificate (adult),-1
North Carolina,NC,Gender Marker options on Birth Certificate,FALSE
North Carolina,NC,Name Change (adult),-1
North Carolina,NC,Non Discrimination,-1
North Carolina,NC,Foster Care Non Discrimination,TRUE
North Carolina,NC,Adoption Nondiscrimination,TRUE
North Carolina,NC,Recognition of assisted Reproduction,FALSE
North Carolina,NC,VAP for Non-Genetic LGBTQ Parents,FALSE
North Carolina,NC,Gender Inclusive Bathroom Laws (Adult),FALSE
North Carolina,NC,Gay/ Trans Panic Defense Ban,FALSE
North Carolina,NC,Hate Crime Laws Specific to Gender Identity,FALSE
North Carolina,NC,Jury Service Nondiscrimination Based on Gender Identity,FALSE
North Carolina,NC,Gender Inclusive Correctional Housing ,FALSE
North Carolina,NC,Gender Affirming Care in Correctional Facilities,FALSE
North Carolina,NC,Trans Bathroom Ban in Schools and Government Buildings,0
North Carolina,NC,State Defines Sex,0
North Carolina,NC,Broad ‘RFRA’,0
North Carolina,NC,Religious Exemption for Medical Professionals,0
North Carolina,NC,Marriage Services and/or Marriage License Denial,-1
North Carolina,NC,Drag Ban,0
North Carolina,NC,Barriers to Identity Documents,0
North Carolina,NC,Abortion Access,-0.5
North Carolina,NC,Interstate Abortion Shield Law,FALSE
North Dakota,ND,Shield Law,FALSE
North Dakota,ND,Gender Marker on ID (adult),0.5
North Dakota,ND,Gender Marker options on ID,FALSE
North Dakota,ND,Gender Marker on Birth Certificate (adult),-1
North Dakota,ND,Gender Marker options on Birth Certificate,FALSE
North Dakota,ND,Name Change (adult),0.5
North Dakota,ND,Non Discrimination,1
North Dakota,ND,Foster Care Non Discrimination,TRUE
North Dakota,ND,Adoption Nondiscrimination,TRUE
North Dakota,ND,Recognition of assisted Reproduction,TRUE
North Dakota,ND,VAP for Non-Genetic LGBTQ Parents,FALSE
North Dakota,ND,Gender Inclusive Bathroom Laws (Adult),FALSE
North Dakota,ND,Gay/ Trans Panic Defense Ban,FALSE
North Dakota,ND,Hate Crime Laws Specific to Gender Identity,FALSE
North Dakota,ND,Jury Service Nondiscrimination Based on Gender Identity,FALSE
North Dakota,ND,Gender Inclusive Correctional Housing ,FALSE
North Dakota,ND,Gender Affirming Care in Correctional Facilities,FALSE
North Dakota,ND,Trans Bathroom Ban in Schools and Government Buildings,0
North Dakota,ND,State Defines Sex,-1
North Dakota,ND,Broad ‘RFRA’,-1
North Dakota,ND,Religious Exemption for Medical Professionals,0
North Dakota,ND,Marriage Services and/or Marriage License Denial,0
North Dakota,ND,Drag Ban,0
North Dakota,ND,Barriers to Identity Documents,-1
North Dakota,ND,Abortion Access,-1
North Dakota,ND,Interstate Abortion Shield Law,FALSE
Ohio,OH,Shield Law,FALSE
Ohio,OH,Gender Marker on ID (adult),0.5
Ohio,OH,Gender Marker options on ID,FALSE
Ohio,OH,Gender Marker on Birth Certificate (adult),-1
Ohio,OH,Gender Marker options on Birth Certificate,TRUE
Ohio,OH,Name Change (adult),0
Ohio,OH,Non Discrimination,-1
Ohio,OH,Foster Care Non Discrimination,TRUE
Ohio,OH,Adoption Nondiscrimination,TRUE
Ohio,OH,Recognition of assisted Reproduction,FALSE
Ohio,OH,VAP for Non-Genetic LGBTQ Parents,FALSE
Ohio,OH,Gender Inclusive Bathroom Laws (Adult),FALSE
Ohio,OH,Gay/ Trans Panic Defense Ban,FALSE
Ohio,OH,Hate Crime Laws Specific to Gender Identity,FALSE
Ohio,OH,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Ohio,OH,Gender Inclusive Correctional Housing ,FALSE
Ohio,OH,Gender Affirming Care in Correctional Facilities,FALSE
Ohio,OH,Trans Bathroom Ban in Schools and Government Buildings,0
Ohio,OH,State Defines Sex,0
Ohio,OH,Broad ‘RFRA’,0
Ohio,OH,Religious Exemption for Medical Professionals,-1
Ohio,OH,Marriage Services and/or Marriage License Denial,0
Ohio,OH,Drag Ban,0
Ohio,OH,Barriers to Identity Documents,0
Ohio,OH,Abortion Access,0.5
Ohio,OH,Interstate Abortion Shield Law,FALSE
Oklahoma,OK,Shield Law,FALSE
Oklahoma,OK,Gender Marker on ID (adult),-1
Oklahoma,OK,Gender Marker options on ID,FALSE
Oklahoma,OK,Gender Marker on Birth Certificate (adult),-1
Oklahoma,OK,Gender Marker options on Birth Certificate,FALSE
Oklahoma,OK,Name Change (adult),0
Oklahoma,OK,Non Discrimination,-1
Oklahoma,OK,Foster Care Non Discrimination,FALSE
Oklahoma,OK,Adoption Nondiscrimination,FALSE
Oklahoma,OK,Recognition of assisted Reproduction,FALSE
Oklahoma,OK,VAP for Non-Genetic LGBTQ Parents,FALSE
Oklahoma,OK,Gender Inclusive Bathroom Laws (Adult),FALSE
Oklahoma,OK,Gay/ Trans Panic Defense Ban,FALSE
Oklahoma,OK,Hate Crime Laws Specific to Gender Identity,FALSE
Oklahoma,OK,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Oklahoma,OK,Gender Inclusive Correctional Housing ,FALSE
Oklahoma,OK,Gender Affirming Care in Correctional Facilities,FALSE
Oklahoma,OK,Trans Bathroom Ban in Schools and Government Buildings,0
Oklahoma,OK,State Defines Sex,-1
Oklahoma,OK,Broad ‘RFRA’,-1
Oklahoma,OK,Religious Exemption for Medical Professionals,0
Oklahoma,OK,Marriage Services and/or Marriage License Denial,0
Oklahoma,OK,Drag Ban,0
Oklahoma,OK,Barriers to Identity Documents,-1
Oklahoma,OK,Abortion Access,-1
Oklahoma,OK,Interstate Abortion Shield Law,FALSE
Oregon,OR,Shield Law,FALSE
Oregon,OR,Gender Marker on ID (adult),1
Oregon,OR,Gender Marker options on ID,TRUE
Oregon,OR,Gender Marker on Birth Certificate (adult),1
Oregon,OR,Gender Marker options on Birth Certificate,TRUE
Oregon,OR,Name Change (adult),1
Oregon,OR,Non Discrimination,1
Oregon,OR,Foster Care Non Discrimination,TRUE
Oregon,OR,Adoption Nondiscrimination,TRUE
Oregon,OR,Recognition of assisted Reproduction,FALSE
Oregon,OR,VAP for Non-Genetic LGBTQ Parents,FALSE
Oregon,OR,Gender Inclusive Bathroom Laws (Adult),TRUE
Oregon,OR,Gay/ Trans Panic Defense Ban,TRUE
Oregon,OR,Hate Crime Laws Specific to Gender Identity,TRUE
Oregon,OR,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Oregon,OR,Gender Inclusive Correctional Housing ,FALSE
Oregon,OR,Gender Affirming Care in Correctional Facilities,FALSE
Oregon,OR,Trans Bathroom Ban in Schools and Government Buildings,0
Oregon,OR,State Defines Sex,0
Oregon,OR,Broad ‘RFRA’,0
Oregon,OR,Religious Exemption for Medical Professionals,0
Oregon,OR,Marriage Services and/or Marriage License Denial,0
Oregon,OR,Drag Ban,0
Oregon,OR,Barriers to Identity Documents,0
Oregon,OR,Abortion Access,1
Oregon,OR,Interstate Abortion Shield Law,TRUE
Pennsylvania,PA,Shield Law,FALSE
Pennsylvania,PA,Gender Marker on ID (adult),1
Pennsylvania,PA,Gender Marker options on ID,TRUE
Pennsylvania,PA,Gender Marker on Birth Certificate (adult),1
Pennsylvania,PA,Gender Marker options on Birth Certificate,FALSE
Pennsylvania,PA,Name Change (adult),0
Pennsylvania,PA,Non Discrimination,1
Pennsylvania,PA,Foster Care Non Discrimination,FALSE
Pennsylvania,PA,Adoption Nondiscrimination,FALSE
Pennsylvania,PA,Recognition of assisted Reproduction,FALSE
Pennsylvania,PA,VAP for Non-Genetic LGBTQ Parents,FALSE
Pennsylvania,PA,Gender Inclusive Bathroom Laws (Adult),FALSE
Pennsylvania,PA,Gay/ Trans Panic Defense Ban,FALSE
Pennsylvania,PA,Hate Crime Laws Specific to Gender Identity,FALSE
Pennsylvania,PA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Pennsylvania,PA,Gender Inclusive Correctional Housing ,FALSE
Pennsylvania,PA,Gender Affirming Care in Correctional Facilities,FALSE
Pennsylvania,PA,Trans Bathroom Ban in Schools and Government Buildings,0
Pennsylvania,PA,State Defines Sex,0
Pennsylvania,PA,Broad ‘RFRA’,-1
Pennsylvania,PA,Religious Exemption for Medical Professionals,0
Pennsylvania,PA,Marriage Services and/or Marriage License Denial,0
Pennsylvania,PA,Drag Ban,0
Pennsylvania,PA,Barriers to Identity Documents,0
Pennsylvania,PA,Abortion Access,-0.5
Pennsylvania,PA,Interstate Abortion Shield Law,FALSE
Rhode Island,RI,Shield Law,FALSE
Rhode Island,RI,Gender Marker on ID (adult),1
Rhode Island,RI,Gender Marker options on ID,TRUE
Rhode Island,RI,Gender Marker on Birth Certificate (adult),1
Rhode Island,RI,Gender Marker options on Birth Certificate,TRUE
Rhode Island,RI,Name Change (adult),0
Rhode Island,RI,Non Discrimination,1
Rhode Island,RI,Foster Care Non Discrimination,TRUE
Rhode Island,RI,Adoption Nondiscrimination,TRUE
Rhode Island,RI,Recognition of assisted Reproduction,TRUE
Rhode Island,RI,VAP for Non-Genetic LGBTQ Parents,TRUE
Rhode Island,RI,Gender Inclusive Bathroom Laws (Adult),TRUE
Rhode Island,RI,Gay/ Trans Panic Defense Ban,FALSE
Rhode Island,RI,Hate Crime Laws Specific to Gender Identity,FALSE
Rhode Island,RI,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Rhode Island,RI,Gender Inclusive Correctional Housing ,FALSE
Rhode Island,RI,Gender Affirming Care in Correctional Facilities,FALSE
Rhode Island,RI,Trans Bathroom Ban in Schools and Government Buildings,0
Rhode Island,RI,State Defines Sex,0
Rhode Island,RI,Broad ‘RFRA’,-1
Rhode Island,RI,Religious Exemption for Medical Professionals,0
Rhode Island,RI,Marriage Services and/or Marriage License Denial,0
Rhode Island,RI,Drag Ban,0
Rhode Island,RI,Barriers to Identity Documents,0
Rhode Island,RI,Abortion Access,0.5
Rhode Island,RI,Interstate Abortion Shield Law,FALSE
South Carolina,SC,Shield Law,FALSE
South Carolina,SC,Gender Marker on ID (adult),-1
South Carolina,SC,Gender Marker options on ID,FALSE
South Carolina,SC,Gender Marker on Birth Certificate (adult),-1
South Carolina,SC,Gender Marker options on Birth Certificate,FALSE
South Carolina,SC,Name Change (adult),1
South Carolina,SC,Non Discrimination,-1
South Carolina,SC,Foster Care Non Discrimination,FALSE
South Carolina,SC,Adoption Nondiscrimination,FALSE
South Carolina,SC,Recognition of assisted Reproduction,FALSE
South Carolina,SC,VAP for Non-Genetic LGBTQ Parents,FALSE
South Carolina,SC,Gender Inclusive Bathroom Laws (Adult),FALSE
South Carolina,SC,Gay/ Trans Panic Defense Ban,FALSE
South Carolina,SC,Hate Crime Laws Specific to Gender Identity,FALSE
South Carolina,SC,Jury Service Nondiscrimination Based on Gender Identity,FALSE
South Carolina,SC,Gender Inclusive Correctional Housing ,FALSE
South Carolina,SC,Gender Affirming Care in Correctional Facilities,FALSE
South Carolina,SC,Trans Bathroom Ban in Schools and Government Buildings,0
South Carolina,SC,State Defines Sex,0
South Carolina,SC,Broad ‘RFRA’,-1
South Carolina,SC,Religious Exemption for Medical Professionals,-1
South Carolina,SC,Marriage Services and/or Marriage License Denial,0
South Carolina,SC,Drag Ban,0
South Carolina,SC,Barriers to Identity Documents,0
South Carolina,SC,Abortion Access,-0.5
South Carolina,SC,Interstate Abortion Shield Law,FALSE
South Dakota,SD,Shield Law,FALSE
South Dakota,SD,Gender Marker on ID (adult),-1
South Dakota,SD,Gender Marker options on ID,FALSE
South Dakota,SD,Gender Marker on Birth Certificate (adult),-1
South Dakota,SD,Gender Marker options on Birth Certificate,FALSE
South Dakota,SD,Name Change (adult),0
