State Name,State Code,Indicator Name,Value
Kansas,KS,Religious Exemption for Child Welfare,-1
Kansas,KS,Religious Exemption for Medical Professionals,0
Kansas,KS,Marriage Services and/or Marriage License Denial,-1
Kansas,KS,Drag Ban,0
Kansas,KS,Don’t Say Gay,0
Kansas,KS,Specific Subject Restrictions,0
Kansas,KS,Parental Notification (opt-in or opt-out),0
Kansas,KS,Sports Ban,-1
Kansas,KS,Forced Outing in Schools,0
Kansas,KS,Ban on Best Practice Medical Care for Trans Youth,0
Kansas,KS,Barriers to Identity Documents,-1
Kansas,KS,Abortion Access,0.5
Kansas,KS,Interstate Abortion Shield Law,FALSE
Kentucky,KY,Shield Law,FALSE
Kentucky,KY,Gender Marker on ID (minor),-1
Kentucky,KY,Gender Marker options on ID,FALSE
Kentucky,KY,Gender Marker on Birth Certificate (minor),-1
Kentucky,KY,Gender Marker options on Birth Certificate,FALSE
Kentucky,KY,Name Change (minor),1
Kentucky,KY,Non-discrimination,0.5
Kentucky,KY,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Kentucky,KY,Gender Inclusive Bathroom Laws (minor),FALSE
Kentucky,KY,LGBTQ Inclusive Curriculum,FALSE
Kentucky,KY,Anti-Bullying Legal Protections for TGNC* students,0
Kentucky,KY,Non-discrimination  Protections for LGBTQ Students,
Kentucky,KY,Gay/ Trans Panic Defense Ban,FALSE
Kentucky,KY,Hate Crime Laws Specific to Gender Identity,FALSE
Kentucky,KY,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Kentucky,KY,Gender Inclusive Correctional Housing ,FALSE
Kentucky,KY,Gender Affirming Care in Correctional Facilities,FALSE
Kentucky,KY,Trans Bathroom Ban K-12,-1
Kentucky,KY,Trans Bathroom Ban in Schools and Government Buildings,0
Kentucky,KY,State Defines Sex,0
Kentucky,KY,Broad ‘RFRA’,-1
Kentucky,KY,Religious Exemption for Child Welfare,0
Kentucky,KY,Religious Exemption for Medical Professionals,0
Kentucky,KY,Marriage Services and/or Marriage License Denial,0
Kentucky,KY,Drag Ban,0
Kentucky,KY,Don’t Say Gay,-1
Kentucky,KY,Specific Subject Restrictions,0
Kentucky,KY,Parental Notification (opt-in or opt-out),0
Kentucky,KY,Sports Ban,-1
Kentucky,KY,Forced Outing in Schools,-0.5
Kentucky,KY,Ban on Best Practice Medical Care for Trans Youth,-1
Kentucky,KY,Barriers to Identity Documents,0
Kentucky,KY,Abortion Access,-1
Kentucky,KY,Interstate Abortion Shield Law,FALSE
Louisiana,LA,Shield Law,FALSE
Louisiana,LA,Gender Marker on ID (minor),0
Louisiana,LA,Gender Marker options on ID,FALSE
Louisiana,LA,Gender Marker on Birth Certificate (minor),-1
Louisiana,LA,Gender Marker options on Birth Certificate,FALSE
Louisiana,LA,Name Change (minor),1
Louisiana,LA,Non-discrimination,-1
Louisiana,LA,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Louisiana,LA,Gender Inclusive Bathroom Laws (minor),FALSE
Louisiana,LA,LGBTQ Inclusive Curriculum,FALSE
Louisiana,LA,Anti-Bullying Legal Protections for TGNC* students,0
Louisiana,LA,Non-discrimination  Protections for LGBTQ Students,
Louisiana,LA,Gay/ Trans Panic Defense Ban,FALSE
Louisiana,LA,Hate Crime Laws Specific to Gender Identity,FALSE
Louisiana,LA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Louisiana,LA,Gender Inclusive Correctional Housing ,FALSE
Louisiana,LA,Gender Affirming Care in Correctional Facilities,FALSE
Louisiana,LA,Trans Bathroom Ban K-12,0
Louisiana,LA,Trans Bathroom Ban in Schools and Government Buildings,0
Louisiana,LA,State Defines Sex,0
Louisiana,LA,Broad ‘RFRA’,-1
Louisiana,LA,Religious Exemption for Child Welfare,0
Louisiana,LA,Religious Exemption for Medical Professionals,0
Louisiana,LA,Marriage Services and/or Marriage License Denial,0
Louisiana,LA,Drag Ban,0
Louisiana,LA,Don’t Say Gay,0
Louisiana,LA,Specific Subject Restrictions,-1
Louisiana,LA,Parental Notification (opt-in or opt-out),0
Louisiana,LA,Sports Ban,-1
Louisiana,LA,Forced Outing in Schools,0
Louisiana,LA,Ban on Best Practice Medical Care for Trans Youth,-1
Louisiana,LA,Barriers to Identity Documents,0
Louisiana,LA,Abortion Access,-1
Louisiana,LA,Interstate Abortion Shield Law,FALSE
Maine,ME,Shield Law,FALSE
Maine,ME,Gender Marker on ID (minor),1
Maine,ME,Gender Marker options on ID,TRUE
Maine,ME,Gender Marker on Birth Certificate (minor),0.5
Maine,ME,Gender Marker options on Birth Certificate,TRUE
Maine,ME,Name Change (minor),1
Maine,ME,Non-discrimination,1
Maine,ME,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Maine,ME,Gender Inclusive Bathroom Laws (minor),TRUE
Maine,ME,LGBTQ Inclusive Curriculum,FALSE
Maine,ME,Anti-Bullying Legal Protections for TGNC* students,1
Maine,ME,Non-discrimination  Protections for LGBTQ Students,
Maine,ME,Gay/ Trans Panic Defense Ban,TRUE
Maine,ME,Hate Crime Laws Specific to Gender Identity,TRUE
Maine,ME,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Maine,ME,Gender Inclusive Correctional Housing ,FALSE
Maine,ME,Gender Affirming Care in Correctional Facilities,FALSE
Maine,ME,Trans Bathroom Ban K-12,0
Maine,ME,Trans Bathroom Ban in Schools and Government Buildings,0
Maine,ME,State Defines Sex,0
Maine,ME,Broad ‘RFRA’,0
Maine,ME,Religious Exemption for Child Welfare,0
Maine,ME,Religious Exemption for Medical Professionals,0
Maine,ME,Marriage Services and/or Marriage License Denial,0
Maine,ME,Drag Ban,0
Maine,ME,Don’t Say Gay,0
Maine,ME,Specific Subject Restrictions,0
Maine,ME,Parental Notification (opt-in or opt-out),0
Maine,ME,Sports Ban,0
Maine,ME,Forced Outing in Schools,0
Maine,ME,Ban on Best Practice Medical Care for Trans Youth,0
Maine,ME,Barriers to Identity Documents,0
Maine,ME,Abortion Access,0.5
Maine,ME,Interstate Abortion Shield Law,TRUE
Maryland,MD,Shield Law,TRUE
Maryland,MD,Gender Marker on ID (minor),1
Maryland,MD,Gender Marker options on ID,TRUE
Maryland,MD,Gender Marker on Birth Certificate (minor),0.5
Maryland,MD,Gender Marker options on Birth Certificate,FALSE
Maryland,MD,Name Change (minor),1
Maryland,MD,Non-discrimination,1
Maryland,MD,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Maryland,MD,Gender Inclusive Bathroom Laws (minor),FALSE
Maryland,MD,LGBTQ Inclusive Curriculum,FALSE
Maryland,MD,Anti-Bullying Legal Protections for TGNC* students,1
Maryland,MD,Non-discrimination  Protections for LGBTQ Students,
Maryland,MD,Gay/ Trans Panic Defense Ban,TRUE
Maryland,MD,Hate Crime Laws Specific to Gender Identity,TRUE
Maryland,MD,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Maryland,MD,Gender Inclusive Correctional Housing ,FALSE
Maryland,MD,Gender Affirming Care in Correctional Facilities,FALSE
Maryland,MD,Trans Bathroom Ban K-12,0
Maryland,MD,Trans Bathroom Ban in Schools and Government Buildings,0
Maryland,MD,State Defines Sex,0
Maryland,MD,Broad ‘RFRA’,0
Maryland,MD,Religious Exemption for Child Welfare,0
Maryland,MD,Religious Exemption for Medical Professionals,0
Maryland,MD,Marriage Services and/or Marriage License Denial,0
Maryland,MD,Drag Ban,0
Maryland,MD,Don’t Say Gay,0
Maryland,MD,Specific Subject Restrictions,0
Maryland,MD,Parental Notification (opt-in or opt-out),0
Maryland,MD,Sports Ban,0
Maryland,MD,Forced Outing in Schools,0
Maryland,MD,Ban on Best Practice Medical Care for Trans Youth,0
Maryland,MD,Barriers to Identity Documents,0
Maryland,MD,Abortion Access,1
Maryland,MD,Interstate Abortion Shield Law,TRUE
Massachusetts,MA,Shield Law,FALSE
Massachusetts,MA,Gender Marker on ID (minor),1
Massachusetts,MA,Gender Marker options on ID,TRUE
Massachusetts,MA,Gender Marker on Birth Certificate (minor),0.5
Massachusetts,MA,Gender Marker options on Birth Certificate,FALSE
Massachusetts,MA,Name Change (minor),-1
Massachusetts,MA,Non-discrimination,1
Massachusetts,MA,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Massachusetts,MA,Gender Inclusive Bathroom Laws (minor),TRUE
Massachusetts,MA,LGBTQ Inclusive Curriculum,FALSE
Massachusetts,MA,Anti-Bullying Legal Protections for TGNC* students,1
Massachusetts,MA,Non-discrimination  Protections for LGBTQ Students,
Massachusetts,MA,Gay/ Trans Panic Defense Ban,TRUE
Massachusetts,MA,Hate Crime Laws Specific to Gender Identity,TRUE
Massachusetts,MA,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Massachusetts,MA,Gender Inclusive Correctional Housing ,FALSE
Massachusetts,MA,Gender Affirming Care in Correctional Facilities,FALSE
Massachusetts,MA,Trans Bathroom Ban K-12,0
Massachusetts,MA,Trans Bathroom Ban in Schools and Government Buildings,0
Massachusetts,MA,State Defines Sex,0
Massachusetts,MA,Broad ‘RFRA’,0
Massachusetts,MA,Religious Exemption for Child Welfare,0
Massachusetts,MA,Religious Exemption for Medical Professionals,0
Massachusetts,MA,Marriage Services and/or Marriage License Denial,0
Massachusetts,MA,Drag Ban,0
Massachusetts,MA,Don’t Say Gay,0
Massachusetts,MA,Specific Subject Restrictions,0
Massachusetts,MA,Parental Notification (opt-in or opt-out),0
Massachusetts,MA,Sports Ban,0
Massachusetts,MA,Forced Outing in Schools,0
Massachusetts,MA,Ban on Best Practice Medical Care for Trans Youth,0
Massachusetts,MA,Barriers to Identity Documents,0
Massachusetts,MA,Abortion Access,0.5
Massachusetts,MA,Interstate Abortion Shield Law,TRUE
Michigan,MI,Shield Law,FALSE
Michigan,MI,Gender Marker on ID (minor),1
Michigan,MI,Gender Marker options on ID,TRUE
Michigan,MI,Gender Marker on Birth Certificate (minor),1
Michigan,MI,Gender Marker options on Birth Certificate,TRUE
Michigan,MI,Name Change (minor),0
Michigan,MI,Non-discrimination,1
Michigan,MI,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Michigan,MI,Gender Inclusive Bathroom Laws (minor),TRUE
Michigan,MI,LGBTQ Inclusive Curriculum,FALSE
Michigan,MI,Anti-Bullying Legal Protections for TGNC* students,0
Michigan,MI,Non-discrimination  Protections for LGBTQ Students,
Michigan,MI,Gay/ Trans Panic Defense Ban,FALSE
Michigan,MI,Hate Crime Laws Specific to Gender Identity,FALSE
Michigan,MI,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Michigan,MI,Gender Inclusive Correctional Housing ,FALSE
Michigan,MI,Gender Affirming Care in Correctional Facilities,FALSE
Michigan,MI,Trans Bathroom Ban K-12,0
Michigan,MI,Trans Bathroom Ban in Schools and Government Buildings,0
Michigan,MI,State Defines Sex,0
Michigan,MI,Broad ‘RFRA’,0
Michigan,MI,Religious Exemption for Child Welfare,-1
Michigan,MI,Religious Exemption for Medical Professionals,0
Michigan,MI,Marriage Services and/or Marriage License Denial,0
Michigan,MI,Drag Ban,0
Michigan,MI,Don’t Say Gay,0
Michigan,MI,Specific Subject Restrictions,0
Michigan,MI,Parental Notification (opt-in or opt-out),0
Michigan,MI,Sports Ban,0
Michigan,MI,Forced Outing in Schools,0
Michigan,MI,Ban on Best Practice Medical Care for Trans Youth,0
Michigan,MI,Barriers to Identity Documents,0
Michigan,MI,Abortion Access,0.5
Michigan,MI,Interstate Abortion Shield Law,FALSE
Minnesota,MN,Shield Law,TRUE
Minnesota,MN,Gender Marker on ID (minor),1
Minnesota,MN,Gender Marker options on ID,TRUE
Minnesota,MN,Gender Marker on Birth Certificate (minor),0.5
Minnesota,MN,Gender Marker options on Birth Certificate,FALSE
Minnesota,MN,Name Change (minor),0.5
Minnesota,MN,Non-discrimination,1
Minnesota,MN,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Minnesota,MN,Gender Inclusive Bathroom Laws (minor),TRUE
Minnesota,MN,LGBTQ Inclusive Curriculum,FALSE
Minnesota,MN,Anti-Bullying Legal Protections for TGNC* students,1
Minnesota,MN,Non-discrimination  Protections for LGBTQ Students,
Minnesota,MN,Gay/ Trans Panic Defense Ban,TRUE
Minnesota,MN,Hate Crime Laws Specific to Gender Identity,TRUE
Minnesota,MN,Jury Service Nondiscrimination Based on Gender Identity,TRUE
Minnesota,MN,Gender Inclusive Correctional Housing ,FALSE
Minnesota,MN,Gender Affirming Care in Correctional Facilities,FALSE
Minnesota,MN,Trans Bathroom Ban K-12,0
Minnesota,MN,Trans Bathroom Ban in Schools and Government Buildings,0
Minnesota,MN,State Defines Sex,0
Minnesota,MN,Broad ‘RFRA’,0
Minnesota,MN,Religious Exemption for Child Welfare,0
Minnesota,MN,Religious Exemption for Medical Professionals,0
Minnesota,MN,Marriage Services and/or Marriage License Denial,0
Minnesota,MN,Drag Ban,0
Minnesota,MN,Don’t Say Gay,0
Minnesota,MN,Specific Subject Restrictions,0
Minnesota,MN,Parental Notification (opt-in or opt-out),0
Minnesota,MN,Sports Ban,0
Minnesota,MN,Forced Outing in Schools,0
Minnesota,MN,Ban on Best Practice Medical Care for Trans Youth,0
Minnesota,MN,Barriers to Identity Documents,0
Minnesota,MN,Abortion Access,1
Minnesota,MN,Interstate Abortion Shield Law,TRUE
Mississippi,MS,Shield Law,FALSE
Mississippi,MS,Gender Marker on ID (minor),-1
Mississippi,MS,Gender Marker options on ID,FALSE
Mississippi,MS,Gender Marker on Birth Certificate (minor),-1
Mississippi,MS,Gender Marker options on Birth Certificate,FALSE
Mississippi,MS,Name Change (minor),1
Mississippi,MS,Non-discrimination,-1
Mississippi,MS,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Mississippi,MS,Gender Inclusive Bathroom Laws (minor),FALSE
Mississippi,MS,LGBTQ Inclusive Curriculum,FALSE
Mississippi,MS,Anti-Bullying Legal Protections for TGNC* students,0
Mississippi,MS,Non-discrimination  Protections for LGBTQ Students,
Mississippi,MS,Gay/ Trans Panic Defense Ban,FALSE
Mississippi,MS,Hate Crime Laws Specific to Gender Identity,FALSE
Mississippi,MS,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Mississippi,MS,Gender Inclusive Correctional Housing ,FALSE
Mississippi,MS,Gender Affirming Care in Correctional Facilities,FALSE
Mississippi,MS,Trans Bathroom Ban K-12,0
Mississippi,MS,Trans Bathroom Ban in Schools and Government Buildings,0
Mississippi,MS,State Defines Sex,0
Mississippi,MS,Broad ‘RFRA’,-1
Mississippi,MS,Religious Exemption for Child Welfare,-1
Mississippi,MS,Religious Exemption for Medical Professionals,-1
Mississippi,MS,Marriage Services and/or Marriage License Denial,-1
Mississippi,MS,Drag Ban,0
Mississippi,MS,Don’t Say Gay,0
Mississippi,MS,Specific Subject Restrictions,-1
Mississippi,MS,Parental Notification (opt-in or opt-out),0
Mississippi,MS,Sports Ban,-1
Mississippi,MS,Forced Outing in Schools,0
Mississippi,MS,Ban on Best Practice Medical Care for Trans Youth,-1
Mississippi,MS,Barriers to Identity Documents,0
Mississippi,MS,Abortion Access,-1
Mississippi,MS,Interstate Abortion Shield Law,FALSE
Missouri,MO,Shield Law,FALSE
Missouri,MO,Gender Marker on ID (minor),0.5
Missouri,MO,Gender Marker options on ID,FALSE
Missouri,MO,Gender Marker on Birth Certificate (minor),-1
Missouri,MO,Gender Marker options on Birth Certificate,FALSE
Missouri,MO,Name Change (minor),-1
Missouri,MO,Non-discrimination,-1
Missouri,MO,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Missouri,MO,Gender Inclusive Bathroom Laws (minor),FALSE
Missouri,MO,LGBTQ Inclusive Curriculum,FALSE
Missouri,MO,Anti-Bullying Legal Protections for TGNC* students,-1
Missouri,MO,Non-discrimination  Protections for LGBTQ Students,
Missouri,MO,Gay/ Trans Panic Defense Ban,TRUE
Missouri,MO,Hate Crime Laws Specific to Gender Identity,TRUE
Missouri,MO,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Missouri,MO,Gender Inclusive Correctional Housing ,FALSE
Missouri,MO,Gender Affirming Care in Correctional Facilities,FALSE
Missouri,MO,Trans Bathroom Ban K-12,0
Missouri,MO,Trans Bathroom Ban in Schools and Government Buildings,0
Missouri,MO,State Defines Sex,0
Missouri,MO,Broad ‘RFRA’,-1
Missouri,MO,Religious Exemption for Child Welfare,0
Missouri,MO,Religious Exemption for Medical Professionals,0
Missouri,MO,Marriage Services and/or Marriage License Denial,0
Missouri,MO,Drag Ban,0
Missouri,MO,Don’t Say Gay,0
Missouri,MO,Specific Subject Restrictions,0
Missouri,MO,Parental Notification (opt-in or opt-out),0
Missouri,MO,Sports Ban,-1
Missouri,MO,Forced Outing in Schools,0
Missouri,MO,Ban on Best Practice Medical Care for Trans Youth,-1
Missouri,MO,Barriers to Identity Documents,0
Missouri,MO,Abortion Access,-1
Missouri,MO,Interstate Abortion Shield Law,FALSE
Montana,MT,Shield Law,FALSE
Montana,MT,Gender Marker on ID (minor),1
Montana,MT,Gender Marker options on ID,FALSE
Montana,MT,Gender Marker on Birth Certificate (minor),-1
Montana,MT,Gender Marker options on Birth Certificate,FALSE
Montana,MT,Name Change (minor),0.5
Montana,MT,Non-discrimination,-1
Montana,MT,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Montana,MT,Gender Inclusive Bathroom Laws (minor),FALSE
Montana,MT,LGBTQ Inclusive Curriculum,FALSE
Montana,MT,Anti-Bullying Legal Protections for TGNC* students,0
Montana,MT,Non-discrimination  Protections for LGBTQ Students,
Montana,MT,Gay/ Trans Panic Defense Ban,FALSE
Montana,MT,Hate Crime Laws Specific to Gender Identity,FALSE
Montana,MT,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Montana,MT,Gender Inclusive Correctional Housing ,FALSE
Montana,MT,Gender Affirming Care in Correctional Facilities,FALSE
Montana,MT,Trans Bathroom Ban K-12,0
Montana,MT,Trans Bathroom Ban in Schools and Government Buildings,0
Montana,MT,State Defines Sex,-1
Montana,MT,Broad ‘RFRA’,-1
Montana,MT,Religious Exemption for Child Welfare,0
Montana,MT,Religious Exemption for Medical Professionals,-1
Montana,MT,Marriage Services and/or Marriage License Denial,0
Montana,MT,Drag Ban,-0.5
Montana,MT,Don’t Say Gay,0
Montana,MT,Specific Subject Restrictions,0
Montana,MT,Parental Notification (opt-in or opt-out),-1
Montana,MT,Sports Ban,-1
Montana,MT,Forced Outing in Schools,-0.5
Montana,MT,Ban on Best Practice Medical Care for Trans Youth,-1
Montana,MT,Barriers to Identity Documents,0
Montana,MT,Abortion Access,0.5
Montana,MT,Interstate Abortion Shield Law,FALSE
Nebraska,NE,Shield Law,FALSE
Nebraska,NE,Gender Marker on ID (minor),0
Nebraska,NE,Gender Marker options on ID,FALSE
Nebraska,NE,Gender Marker on Birth Certificate (minor),-1
Nebraska,NE,Gender Marker options on Birth Certificate,FALSE
Nebraska,NE,Name Change (minor),0
Nebraska,NE,Non-discrimination,0.5
Nebraska,NE,Child Welfare Non Discrimination for LGBTQ Youth,FALSE
Nebraska,NE,Gender Inclusive Bathroom Laws (minor),TRUE
Nebraska,NE,LGBTQ Inclusive Curriculum,FALSE
Nebraska,NE,Anti-Bullying Legal Protections for TGNC* students,0
Nebraska,NE,Non-discrimination  Protections for LGBTQ Students,
Nebraska,NE,Gay/ Trans Panic Defense Ban,FALSE
Nebraska,NE,Hate Crime Laws Specific to Gender Identity,FALSE
Nebraska,NE,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Nebraska,NE,Gender Inclusive Correctional Housing ,FALSE
Nebraska,NE,Gender Affirming Care in Correctional Facilities,FALSE
Nebraska,NE,Trans Bathroom Ban K-12,0
Nebraska,NE,Trans Bathroom Ban in Schools and Government Buildings,0
Nebraska,NE,State Defines Sex,-1
Nebraska,NE,Broad ‘RFRA’,0
Nebraska,NE,Religious Exemption for Child Welfare,0
Nebraska,NE,Religious Exemption for Medical Professionals,0
Nebraska,NE,Marriage Services and/or Marriage License Denial,0
Nebraska,NE,Drag Ban,0
Nebraska,NE,Don’t Say Gay,0
Nebraska,NE,Specific Subject Restrictions,0
Nebraska,NE,Parental Notification (opt-in or opt-out),0
Nebraska,NE,Sports Ban,0
Nebraska,NE,Forced Outing in Schools,0
Nebraska,NE,Ban on Best Practice Medical Care for Trans Youth,-1
Nebraska,NE,Barriers to Identity Documents,0
Nebraska,NE,Abortion Access,-0.5
Nebraska,NE,Interstate Abortion Shield Law,FALSE
Nevada,NV,Shield Law,FALSE
Nevada,NV,Gender Marker on ID (minor),1
Nevada,NV,Gender Marker options on ID,TRUE
Nevada,NV,Gender Marker on Birth Certificate (minor),1
Nevada,NV,Gender Marker options on Birth Certificate,TRUE
Nevada,NV,Name Change (minor),1
Nevada,NV,Non-discrimination,1
Nevada,NV,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
Nevada,NV,Gender Inclusive Bathroom Laws (minor),TRUE
Nevada,NV,LGBTQ Inclusive Curriculum,TRUE
Nevada,NV,Anti-Bullying Legal Protections for TGNC* students,1
Nevada,NV,Non-discrimination  Protections for LGBTQ Students,
Nevada,NV,Gay/ Trans Panic Defense Ban,TRUE
Nevada,NV,Hate Crime Laws Specific to Gender Identity,TRUE
Nevada,NV,Jury Service Nondiscrimination Based on Gender Identity,FALSE
Nevada,NV,Gender Inclusive Correctional Housing ,FALSE
Nevada,NV,Gender Affirming Care in Correctional Facilities,FALSE
Nevada,NV,Trans Bathroom Ban K-12,0
Nevada,NV,Trans Bathroom Ban in Schools and Government Buildings,0
Nevada,NV,State Defines Sex,0
Nevada,NV,Broad ‘RFRA’,0
Nevada,NV,Religious Exemption for Child Welfare,0
Nevada,NV,Religious Exemption for Medical Professionals,0
Nevada,NV,Marriage Services and/or Marriage License Denial,0
Nevada,NV,Drag Ban,0
Nevada,NV,Don’t Say Gay,0
Nevada,NV,Specific Subject Restrictions,0
Nevada,NV,Parental Notification (opt-in or opt-out),0
Nevada,NV,Sports Ban,0
Nevada,NV,Forced Outing in Schools,0
Nevada,NV,Ban on Best Practice Medical Care for Trans Youth,0
Nevada,NV,Barriers to Identity Documents,0
Nevada,NV,Abortion Access,0.5
Nevada,NV,Interstate Abortion Shield Law,TRUE
New Hampshire,NH,Shield Law,FALSE
New Hampshire,NH,Gender Marker on ID (minor),1
New Hampshire,NH,Gender Marker options on ID,TRUE
New Hampshire,NH,Gender Marker on Birth Certificate (minor),-1
New Hampshire,NH,Gender Marker options on Birth Certificate,FALSE
New Hampshire,NH,Name Change (minor),1
New Hampshire,NH,Non-discrimination,1
New Hampshire,NH,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
New Hampshire,NH,Gender Inclusive Bathroom Laws (minor),FALSE
New Hampshire,NH,LGBTQ Inclusive Curriculum,FALSE
New Hampshire,NH,Anti-Bullying Legal Protections for TGNC* students,1
New Hampshire,NH,Non-discrimination  Protections for LGBTQ Students,
New Hampshire,NH,Gay/ Trans Panic Defense Ban,TRUE
New Hampshire,NH,Hate Crime Laws Specific to Gender Identity,TRUE
New Hampshire,NH,Jury Service Nondiscrimination Based on Gender Identity,TRUE
New Hampshire,NH,Gender Inclusive Correctional Housing ,FALSE
New Hampshire,NH,Gender Affirming Care in Correctional Facilities,FALSE
New Hampshire,NH,Trans Bathroom Ban K-12,0
New Hampshire,NH,Trans Bathroom Ban in Schools and Government Buildings,0
New Hampshire,NH,State Defines Sex,0
New Hampshire,NH,Broad ‘RFRA’,0
New Hampshire,NH,Religious Exemption for Child Welfare,0
New Hampshire,NH,Religious Exemption for Medical Professionals,0
New Hampshire,NH,Marriage Services and/or Marriage License Denial,0
New Hampshire,NH,Drag Ban,0
New Hampshire,NH,Don’t Say Gay,0
New Hampshire,NH,Specific Subject Restrictions,0
New Hampshire,NH,Parental Notification (opt-in or opt-out),0
New Hampshire,NH,Sports Ban,0
New Hampshire,NH,Forced Outing in Schools,0
New Hampshire,NH,Ban on Best Practice Medical Care for Trans Youth,0
New Hampshire,NH,Barriers to Identity Documents,0
New Hampshire,NH,Abortion Access,0
New Hampshire,NH,Interstate Abortion Shield Law,FALSE
New Jersey,NJ,Shield Law,TRUE
New Jersey,NJ,Gender Marker on ID (minor),1
New Jersey,NJ,Gender Marker options on ID,TRUE
New Jersey,NJ,Gender Marker on Birth Certificate (minor),1
New Jersey,NJ,Gender Marker options on Birth Certificate,TRUE
New Jersey,NJ,Name Change (minor),1
New Jersey,NJ,Non-discrimination,1
New Jersey,NJ,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
New Jersey,NJ,Gender Inclusive Bathroom Laws (minor),TRUE
New Jersey,NJ,LGBTQ Inclusive Curriculum,TRUE
New Jersey,NJ,Anti-Bullying Legal Protections for TGNC* students,1
New Jersey,NJ,Non-discrimination  Protections for LGBTQ Students,
New Jersey,NJ,Gay/ Trans Panic Defense Ban,TRUE
New Jersey,NJ,Hate Crime Laws Specific to Gender Identity,TRUE
New Jersey,NJ,Jury Service Nondiscrimination Based on Gender Identity,FALSE
New Jersey,NJ,Gender Inclusive Correctional Housing ,TRUE
New Jersey,NJ,Gender Affirming Care in Correctional Facilities,TRUE
New Jersey,NJ,Trans Bathroom Ban K-12,0
New Jersey,NJ,Trans Bathroom Ban in Schools and Government Buildings,0
New Jersey,NJ,State Defines Sex,0
New Jersey,NJ,Broad ‘RFRA’,0
New Jersey,NJ,Religious Exemption for Child Welfare,0
New Jersey,NJ,Religious Exemption for Medical Professionals,0
New Jersey,NJ,Marriage Services and/or Marriage License Denial,0
New Jersey,NJ,Drag Ban,0
New Jersey,NJ,Don’t Say Gay,0
New Jersey,NJ,Specific Subject Restrictions,0
New Jersey,NJ,Parental Notification (opt-in or opt-out),0
New Jersey,NJ,Sports Ban,0
New Jersey,NJ,Forced Outing in Schools,0
New Jersey,NJ,Ban on Best Practice Medical Care for Trans Youth,0
New Jersey,NJ,Barriers to Identity Documents,0
New Jersey,NJ,Abortion Access,1
New Jersey,NJ,Interstate Abortion Shield Law,TRUE
New Mexico,NM,Shield Law,TRUE
New Mexico,NM,Gender Marker on ID (minor),1
New Mexico,NM,Gender Marker options on ID,TRUE
New Mexico,NM,Gender Marker on Birth Certificate (minor),1
New Mexico,NM,Gender Marker options on Birth Certificate,TRUE
New Mexico,NM,Name Change (minor),1
New Mexico,NM,Non-discrimination,1
New Mexico,NM,Child Welfare Non Discrimination for LGBTQ Youth,TRUE
New Mexico,NM,Gender Inclusive Bathroom Laws (minor),TRUE
New Mexico,NM,LGBTQ Inclusive Curriculum,FALSE
New Mexico,NM,Anti-Bullying Legal Protections for TGNC* students,1
New Mexico,NM,Non-discrimination  Protections for LGBTQ Students,
New Mexico,NM,Gay/ Trans Panic Defense Ban,TRUE
New Mexico,NM,Hate Crime Laws Specific to Gender Identity,TRUE
New Mexico,NM,Jury Service Nondiscrimination Based on Gender Identity,FALSE
New Mexico,NM,Gender Inclusive Correctional Housing ,FALSE
New Mexico,NM,Gender Affirming Care in Correctional Facilities,FALSE
New Mexico,NM,Trans Bathroom Ban K-12,0
New Mexico,NM,Trans Bathroom Ban in Schools and Government Buildings,0
New Mexico,NM,State Defines Sex,0
New Mexico,NM,Broad ‘RFRA’,-1
New Mexico,NM,Religious Exemption for Child Welfare,0
New Mexico,NM,Religious Exemption for Medical Professionals,0
New Mexico,NM,Marriage Services and/or Marriage License Denial,0
New Mexico,NM,Drag Ban,0
New Mexico,NM,Don’t Say Gay,0
New Mexico,NM,Specific Subject Restrictions,0
New Mexico,NM,Parental Notification (opt-in or opt-out),0
New Mexico,NM,Sports Ban,0
New Mexico,NM,Forced Outing in Schools,0
New Mexico,NM,Ban on Best Practice Medical Care for Trans Youth,0
New Mexico,NM,Barriers to Identity Documents,0
New Mexico,NM,Abortion Access,0
New Mexico,NM,Interstate Abortion Shield Law,TRUE
